1,['https://www.instagram.com/p/CJKDWoRh1FO/', 'None']
2,['https://www.instagram.com/p/CJKAu0DjVPC/', 'None']
3,['https://www.instagram.com/p/CJKBwNgASlm/', 'None']
4,['https://www.instagram.com/p/CJJ-DZSLgvx/', 'None']
5,['https://www.instagram.com/p/CJJ_OJ2g4Uu/', 'None']
6,['https://www.instagram.com/p/CJHcBN-BpJJ/', 'None']
7,['https://www.instagram.com/p/CJJQeGfs1Ex/', 'None']
